production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes,line_id,shift,units_produced,efficiency
PROD04491,2026-09-04 03:00:00,Plant_B,Reading Glasses,133,Assembly_M3,59.32,466.17,34,Line_1,Day,482,0.8
PROD04492,2026-09-04 04:00:00,Plant_B,Prescription Lens,364,Grinding_M1,43.29,153.59,52,Line_1,Day,126,0.76
PROD04493,2026-09-04 05:00:00,Plant_A,Prescription Lens,423,Assembly_M3,33.99,155.64,12,Line_1,Day,196,0.92
PROD04494,2026-09-04 06:00:00,Plant_B,Sunglasses,401,Grinding_M1,55.02,486.33,17,Line_1,Day,105,0.88
PROD04495,2026-09-04 07:00:00,Plant_B,Optical Frame,110,Grinding_M1,26.18,391.07,49,Line_1,Day,485,0.75
PROD04496,2026-09-04 08:00:00,Plant_A,Contact Lens,447,Grinding_M1,23.9,360.09,13,Line_1,Night,215,0.9
PROD04497,2026-09-04 09:00:00,Plant_B,Optical Frame,312,Assembly_M3,46.42,106.24,10,Line_2,Day,451,0.88
PROD04498,2026-09-04 10:00:00,Plant_B,Optical Frame,225,Assembly_M3,64.65,279.2,3,Line_1,Day,280,0.89
PROD04499,2026-09-04 11:00:00,Plant_B,Prescription Lens,151,Grinding_M1,21.04,223.97,1,Line_2,Day,397,0.85
PROD04500,2026-09-04 12:00:00,Plant_B,Sunglasses,289,Assembly_M3,63.27,392.15,51,Line_2,Night,139,0.8
PROD04501,2026-09-04 13:00:00,Plant_A,Contact Lens,239,Grinding_M1,24.81,436.65,37,Line_2,Night,215,0.98
PROD04502,2026-09-04 14:00:00,Plant_B,Optical Frame,407,Grinding_M1,31.55,188.53,1,Line_1,Night,222,0.95
PROD04503,2026-09-04 15:00:00,Plant_A,Reading Glasses,160,Coating_M2,72.23,436.77,41,Line_1,Day,396,0.83
PROD04504,2026-09-04 16:00:00,Plant_B,Contact Lens,179,Assembly_M3,78.36,285.54,27,Line_1,Day,230,0.95
PROD04505,2026-09-04 17:00:00,Plant_B,Reading Glasses,459,Coating_M2,44.16,481.96,50,Line_2,Night,360,0.86
PROD04506,2026-09-04 18:00:00,Plant_A,Reading Glasses,117,Coating_M2,45.24,225.04,17,Line_2,Day,363,0.77
PROD04507,2026-09-04 19:00:00,Plant_A,Sunglasses,167,Grinding_M1,45.56,114.21,11,Line_2,Night,357,0.8
PROD04508,2026-09-04 20:00:00,Plant_B,Contact Lens,145,Assembly_M3,62.63,403.41,54,Line_1,Day,488,0.81
PROD04509,2026-09-04 21:00:00,Plant_A,Optical Frame,329,Grinding_M1,52.73,466.4,2,Line_2,Day,324,0.8
PROD04510,2026-09-04 22:00:00,Plant_B,Contact Lens,426,Assembly_M3,31.49,422.78,29,Line_1,Night,387,0.82
PROD04511,2026-09-04 23:00:00,Plant_B,Sunglasses,175,Coating_M2,37.95,272.2,24,Line_1,Night,423,0.86
PROD04512,2026-09-05 00:00:00,Plant_B,Sunglasses,379,Grinding_M1,40.34,498.19,39,Line_2,Night,426,0.87
PROD04513,2026-09-05 01:00:00,Plant_B,Optical Frame,326,Grinding_M1,56.62,451.07,40,Line_2,Day,421,0.95
PROD04514,2026-09-05 02:00:00,Plant_A,Reading Glasses,439,Grinding_M1,25.6,438.53,13,Line_2,Night,299,0.84
PROD04515,2026-09-05 03:00:00,Plant_B,Prescription Lens,284,Coating_M2,78.75,130.12,24,Line_2,Night,339,0.96
PROD04516,2026-09-05 04:00:00,Plant_B,Reading Glasses,106,Grinding_M1,21.92,225.44,44,Line_2,Day,203,0.92
PROD04517,2026-09-05 05:00:00,Plant_A,Contact Lens,407,Assembly_M3,39.96,313.94,4,Line_1,Night,122,0.77
PROD04518,2026-09-05 06:00:00,Plant_A,Optical Frame,433,Grinding_M1,35.9,116.7,56,Line_2,Night,298,0.77
PROD04519,2026-09-05 07:00:00,Plant_A,Reading Glasses,203,Coating_M2,69.2,313.8,20,Line_1,Night,425,0.8
PROD04520,2026-09-05 08:00:00,Plant_A,Prescription Lens,186,Grinding_M1,31.53,424.89,35,Line_2,Day,387,0.99
PROD04521,2026-09-05 09:00:00,Plant_B,Contact Lens,169,Coating_M2,22.78,352.04,34,Line_1,Night,381,0.8
PROD04522,2026-09-05 10:00:00,Plant_B,Contact Lens,118,Coating_M2,72.36,461.53,18,Line_1,Night,235,0.85
PROD04523,2026-09-05 11:00:00,Plant_B,Reading Glasses,439,Grinding_M1,30.25,260.21,4,Line_1,Day,269,0.95
PROD04524,2026-09-05 12:00:00,Plant_A,Sunglasses,287,Assembly_M3,39.36,158.46,53,Line_1,Day,436,0.73
PROD04525,2026-09-05 13:00:00,Plant_A,Reading Glasses,123,Coating_M2,78.37,132.81,27,Line_1,Night,103,0.77
PROD04526,2026-09-05 14:00:00,Plant_A,Optical Frame,325,Assembly_M3,30.01,302.66,59,Line_2,Day,107,0.99
PROD04527,2026-09-05 15:00:00,Plant_A,Sunglasses,303,Grinding_M1,77.18,443.79,20,Line_1,Night,190,0.92
PROD04528,2026-09-05 16:00:00,Plant_B,Contact Lens,217,Grinding_M1,40.8,332.93,50,Line_2,Day,106,0.98
PROD04529,2026-09-05 17:00:00,Plant_A,Prescription Lens,196,Assembly_M3,36.17,226.35,46,Line_2,Day,420,0.98
PROD04530,2026-09-05 18:00:00,Plant_B,Contact Lens,138,Coating_M2,34.55,494.9,38,Line_1,Day,215,0.87
PROD04531,2026-09-05 19:00:00,Plant_A,Sunglasses,446,Grinding_M1,36.09,346.54,42,Line_2,Day,317,0.87
PROD04532,2026-09-05 20:00:00,Plant_B,Sunglasses,210,Coating_M2,24.05,233.23,2,Line_1,Day,116,0.73
PROD04533,2026-09-05 21:00:00,Plant_A,Sunglasses,478,Assembly_M3,58.76,445.97,23,Line_2,Night,315,0.83
PROD04534,2026-09-05 22:00:00,Plant_B,Optical Frame,487,Coating_M2,37.73,416.18,23,Line_1,Night,144,0.82
PROD04535,2026-09-05 23:00:00,Plant_B,Sunglasses,491,Grinding_M1,52.84,104.68,14,Line_2,Day,282,0.74
PROD04536,2026-09-06 00:00:00,Plant_A,Contact Lens,360,Assembly_M3,38.11,483.74,34,Line_1,Day,409,0.9
PROD04537,2026-09-06 01:00:00,Plant_A,Contact Lens,221,Grinding_M1,34.78,155.7,52,Line_2,Night,415,0.73
PROD04538,2026-09-06 02:00:00,Plant_A,Optical Frame,420,Assembly_M3,25.63,139.37,58,Line_2,Night,303,0.79
PROD04539,2026-09-06 03:00:00,Plant_A,Prescription Lens,133,Grinding_M1,62.33,136.9,0,Line_1,Night,249,0.9
PROD04540,2026-09-06 04:00:00,Plant_B,Prescription Lens,440,Coating_M2,57.56,143.29,2,Line_1,Day,213,0.79
PROD04541,2026-09-06 05:00:00,Plant_A,Sunglasses,307,Assembly_M3,50.88,491.35,15,Line_1,Day,456,0.85
PROD04542,2026-09-06 06:00:00,Plant_A,Prescription Lens,104,Assembly_M3,43.78,305.77,2,Line_2,Night,396,0.77
PROD04543,2026-09-06 07:00:00,Plant_B,Sunglasses,262,Coating_M2,73.88,477.87,54,Line_1,Day,255,0.97
PROD04544,2026-09-06 08:00:00,Plant_A,Reading Glasses,314,Grinding_M1,48.22,374.89,32,Line_2,Night,249,0.84
PROD04545,2026-09-06 09:00:00,Plant_A,Optical Frame,390,Assembly_M3,70.09,496.87,11,Line_2,Day,200,0.89
PROD04546,2026-09-06 10:00:00,Plant_A,Prescription Lens,333,Coating_M2,48.32,143.22,50,Line_2,Day,205,0.86
PROD04547,2026-09-06 11:00:00,Plant_B,Prescription Lens,196,Coating_M2,56.78,253.55,48,Line_2,Night,157,0.85
PROD04548,2026-09-06 12:00:00,Plant_B,Optical Frame,409,Coating_M2,30.73,150.76,23,Line_1,Night,273,0.79
PROD04549,2026-09-06 13:00:00,Plant_A,Contact Lens,461,Assembly_M3,67.56,483.46,21,Line_1,Day,166,0.91
PROD04550,2026-09-06 14:00:00,Plant_B,Reading Glasses,323,Grinding_M1,20.55,254.74,19,Line_1,Day,360,0.83
PROD04551,2026-09-06 15:00:00,Plant_A,Sunglasses,218,Coating_M2,37.22,203.21,47,Line_2,Night,170,0.87
PROD04552,2026-09-06 16:00:00,Plant_B,Sunglasses,264,Grinding_M1,48.12,116.12,5,Line_2,Night,295,0.82
PROD04553,2026-09-06 17:00:00,Plant_A,Reading Glasses,265,Coating_M2,32.42,145.14,54,Line_1,Night,488,0.96
PROD04554,2026-09-06 18:00:00,Plant_A,Reading Glasses,148,Coating_M2,60.41,261.08,51,Line_1,Night,178,0.87
PROD04555,2026-09-06 19:00:00,Plant_A,Contact Lens,447,Coating_M2,31.24,160.57,6,Line_1,Day,103,0.87
PROD04556,2026-09-06 20:00:00,Plant_B,Reading Glasses,249,Coating_M2,32.77,183.59,5,Line_2,Day,147,0.95
PROD04557,2026-09-06 21:00:00,Plant_A,Optical Frame,142,Coating_M2,46.56,170.6,41,Line_1,Night,341,0.71
PROD04558,2026-09-06 22:00:00,Plant_A,Optical Frame,164,Coating_M2,52.36,325.8,27,Line_1,Day,234,0.89
PROD04559,2026-09-06 23:00:00,Plant_A,Prescription Lens,261,Assembly_M3,63.51,192.18,35,Line_2,Day,129,0.94
PROD04560,2026-09-07 00:00:00,Plant_A,Optical Frame,287,Assembly_M3,61.72,451.37,3,Line_2,Night,201,0.7
PROD04561,2026-09-07 01:00:00,Plant_A,Sunglasses,392,Assembly_M3,75.71,109.27,46,Line_1,Night,303,0.79
PROD04562,2026-09-07 02:00:00,Plant_B,Reading Glasses,103,Grinding_M1,45.39,455.99,56,Line_2,Day,301,0.85
PROD04563,2026-09-07 03:00:00,Plant_B,Optical Frame,444,Assembly_M3,75.74,312.55,56,Line_2,Day,460,0.72
PROD04564,2026-09-07 04:00:00,Plant_A,Sunglasses,219,Assembly_M3,57.94,240.98,30,Line_1,Day,248,0.92
PROD04565,2026-09-07 05:00:00,Plant_B,Reading Glasses,305,Grinding_M1,46.97,493.77,42,Line_1,Night,327,0.9
PROD04566,2026-09-07 06:00:00,Plant_B,Reading Glasses,255,Coating_M2,37.17,252.59,7,Line_1,Night,284,0.77
PROD04567,2026-09-07 07:00:00,Plant_B,Reading Glasses,163,Grinding_M1,55.95,152.13,51,Line_2,Day,137,0.98
PROD04568,2026-09-07 08:00:00,Plant_A,Reading Glasses,114,Grinding_M1,32.2,470.61,26,Line_2,Day,376,0.81
PROD04569,2026-09-07 09:00:00,Plant_B,Prescription Lens,475,Grinding_M1,51.29,227.75,54,Line_1,Night,167,0.89
PROD04570,2026-09-07 10:00:00,Plant_B,Sunglasses,235,Grinding_M1,48.03,182.28,32,Line_1,Night,436,0.86
PROD04571,2026-09-07 11:00:00,Plant_B,Contact Lens,200,Assembly_M3,57.16,331.17,40,Line_2,Night,331,0.98
PROD04572,2026-09-07 12:00:00,Plant_A,Contact Lens,459,Assembly_M3,64.63,259.0,23,Line_1,Night,104,0.89
PROD04573,2026-09-07 13:00:00,Plant_B,Sunglasses,439,Coating_M2,47.43,155.26,37,Line_2,Day,218,0.95
PROD04574,2026-09-07 14:00:00,Plant_A,Reading Glasses,315,Grinding_M1,23.47,238.36,29,Line_1,Night,161,0.86
PROD04575,2026-09-07 15:00:00,Plant_A,Reading Glasses,264,Coating_M2,47.86,227.11,10,Line_2,Night,456,0.89
PROD04576,2026-09-07 16:00:00,Plant_A,Contact Lens,394,Coating_M2,53.1,364.88,26,Line_2,Night,403,0.95
PROD04577,2026-09-07 17:00:00,Plant_B,Contact Lens,230,Grinding_M1,27.79,295.61,24,Line_2,Night,318,0.87
PROD04578,2026-09-07 18:00:00,Plant_B,Prescription Lens,425,Grinding_M1,58.14,400.76,32,Line_2,Day,238,0.84
PROD04579,2026-09-07 19:00:00,Plant_B,Sunglasses,253,Grinding_M1,22.32,303.61,33,Line_1,Day,157,0.93
PROD04580,2026-09-07 20:00:00,Plant_A,Reading Glasses,479,Assembly_M3,35.99,349.73,40,Line_1,Night,421,0.78
PROD04581,2026-09-07 21:00:00,Plant_B,Optical Frame,405,Grinding_M1,55.99,398.01,28,Line_2,Night,325,0.94
PROD04582,2026-09-07 22:00:00,Plant_B,Sunglasses,462,Coating_M2,53.0,413.25,26,Line_2,Night,191,0.72
PROD04583,2026-09-07 23:00:00,Plant_A,Prescription Lens,464,Assembly_M3,51.37,140.58,39,Line_1,Day,432,0.85
PROD04584,2026-09-08 00:00:00,Plant_B,Prescription Lens,313,Coating_M2,39.02,483.07,45,Line_2,Day,170,0.74
PROD04585,2026-09-08 01:00:00,Plant_A,Sunglasses,398,Assembly_M3,35.15,281.28,12,Line_1,Day,266,0.85
PROD04586,2026-09-08 02:00:00,Plant_B,Sunglasses,344,Coating_M2,70.42,251.86,48,Line_2,Day,401,0.99
PROD04587,2026-09-08 03:00:00,Plant_B,Sunglasses,240,Grinding_M1,48.69,435.24,10,Line_2,Day,232,0.73
PROD04588,2026-09-08 04:00:00,Plant_B,Optical Frame,465,Assembly_M3,48.46,485.46,23,Line_2,Night,436,0.99
PROD04589,2026-09-08 05:00:00,Plant_B,Optical Frame,344,Grinding_M1,38.75,305.24,53,Line_2,Night,261,0.71
PROD04590,2026-09-08 06:00:00,Plant_B,Reading Glasses,399,Assembly_M3,30.6,446.41,37,Line_1,Day,274,0.72
PROD04591,2026-09-08 07:00:00,Plant_A,Reading Glasses,158,Grinding_M1,33.04,386.22,46,Line_2,Night,209,0.71
PROD04592,2026-09-08 08:00:00,Plant_A,Contact Lens,258,Assembly_M3,35.46,243.33,23,Line_1,Day,224,0.89
PROD04593,2026-09-08 09:00:00,Plant_B,Contact Lens,412,Assembly_M3,50.44,289.53,9,Line_1,Night,373,0.71
PROD04594,2026-09-08 10:00:00,Plant_A,Sunglasses,469,Coating_M2,35.72,370.81,21,Line_2,Day,246,0.73
PROD04595,2026-09-08 11:00:00,Plant_A,Optical Frame,422,Grinding_M1,31.64,413.45,2,Line_2,Day,338,0.8
PROD04596,2026-09-08 12:00:00,Plant_B,Sunglasses,269,Assembly_M3,29.94,138.67,1,Line_2,Night,381,0.93
PROD04597,2026-09-08 13:00:00,Plant_A,Sunglasses,119,Assembly_M3,67.77,106.75,29,Line_1,Night,324,0.88
PROD04598,2026-09-08 14:00:00,Plant_A,Prescription Lens,350,Grinding_M1,52.94,344.69,7,Line_1,Night,480,0.98
PROD04599,2026-09-08 15:00:00,Plant_A,Optical Frame,163,Coating_M2,73.69,381.52,19,Line_1,Night,396,0.9
PROD04600,2026-09-08 16:00:00,Plant_A,Contact Lens,390,Assembly_M3,60.57,225.19,20,Line_2,Day,299,0.81
PROD04601,2026-09-08 17:00:00,Plant_B,Optical Frame,133,Assembly_M3,51.01,422.46,45,Line_1,Day,396,0.85
PROD04602,2026-09-08 18:00:00,Plant_A,Optical Frame,337,Assembly_M3,73.48,205.39,13,Line_2,Day,148,0.95
PROD04603,2026-09-08 19:00:00,Plant_B,Sunglasses,417,Assembly_M3,24.77,285.11,49,Line_1,Day,245,0.77
PROD04604,2026-09-08 20:00:00,Plant_A,Optical Frame,235,Coating_M2,22.83,447.92,38,Line_1,Night,249,0.89
PROD04605,2026-09-08 21:00:00,Plant_B,Contact Lens,430,Coating_M2,42.78,189.54,6,Line_1,Night,118,0.82
PROD04606,2026-09-08 22:00:00,Plant_A,Contact Lens,420,Coating_M2,46.34,432.07,37,Line_1,Day,197,1.0
PROD04607,2026-09-08 23:00:00,Plant_A,Optical Frame,461,Coating_M2,21.5,409.74,8,Line_2,Night,400,0.94
PROD04608,2026-09-09 00:00:00,Plant_A,Optical Frame,426,Grinding_M1,39.17,458.52,50,Line_1,Night,421,0.89
PROD04609,2026-09-09 01:00:00,Plant_A,Optical Frame,246,Coating_M2,73.25,109.91,32,Line_2,Night,464,0.8
PROD04610,2026-09-09 02:00:00,Plant_B,Prescription Lens,110,Coating_M2,53.04,344.23,7,Line_1,Night,481,0.91
PROD04611,2026-09-09 03:00:00,Plant_B,Contact Lens,321,Coating_M2,34.57,487.06,9,Line_1,Day,271,0.97
PROD04612,2026-09-09 04:00:00,Plant_A,Optical Frame,176,Grinding_M1,44.73,253.05,4,Line_1,Day,334,0.81
PROD04613,2026-09-09 05:00:00,Plant_A,Reading Glasses,233,Coating_M2,49.02,365.71,29,Line_1,Day,408,0.72
PROD04614,2026-09-09 06:00:00,Plant_A,Contact Lens,132,Coating_M2,29.27,232.28,22,Line_2,Night,240,0.89
PROD04615,2026-09-09 07:00:00,Plant_B,Reading Glasses,237,Coating_M2,67.8,423.06,45,Line_2,Day,147,0.81
PROD04616,2026-09-09 08:00:00,Plant_A,Prescription Lens,455,Grinding_M1,56.6,349.17,50,Line_1,Day,133,0.94
PROD04617,2026-09-09 09:00:00,Plant_A,Sunglasses,464,Grinding_M1,32.9,121.68,40,Line_2,Day,336,0.75
PROD04618,2026-09-09 10:00:00,Plant_A,Sunglasses,278,Grinding_M1,50.19,108.39,22,Line_1,Day,411,0.86
PROD04619,2026-09-09 11:00:00,Plant_A,Contact Lens,154,Assembly_M3,61.19,335.01,30,Line_2,Night,193,0.72
PROD04620,2026-09-09 12:00:00,Plant_A,Contact Lens,103,Coating_M2,25.86,384.92,37,Line_1,Day,275,0.76
PROD04621,2026-09-09 13:00:00,Plant_A,Reading Glasses,307,Grinding_M1,42.11,307.92,23,Line_1,Night,425,0.86
PROD04622,2026-09-09 14:00:00,Plant_B,Reading Glasses,433,Grinding_M1,46.22,237.77,44,Line_1,Night,406,0.81
PROD04623,2026-09-09 15:00:00,Plant_B,Optical Frame,349,Grinding_M1,69.93,181.3,55,Line_2,Night,492,0.76
PROD04624,2026-09-09 16:00:00,Plant_A,Prescription Lens,460,Assembly_M3,69.9,107.09,34,Line_1,Day,166,0.9
PROD04625,2026-09-09 17:00:00,Plant_B,Reading Glasses,241,Assembly_M3,53.73,176.5,6,Line_1,Day,282,0.94
PROD04626,2026-09-09 18:00:00,Plant_B,Optical Frame,337,Coating_M2,54.79,212.17,26,Line_2,Night,286,0.86
PROD04627,2026-09-09 19:00:00,Plant_A,Prescription Lens,396,Grinding_M1,66.66,169.4,3,Line_1,Night,447,0.82
PROD04628,2026-09-09 20:00:00,Plant_A,Sunglasses,197,Grinding_M1,73.94,235.46,43,Line_1,Day,110,0.97
PROD04629,2026-09-09 21:00:00,Plant_A,Optical Frame,195,Grinding_M1,57.4,435.01,42,Line_2,Night,113,0.98
PROD04630,2026-09-09 22:00:00,Plant_A,Contact Lens,338,Grinding_M1,76.44,184.95,30,Line_2,Day,413,0.81
PROD04631,2026-09-09 23:00:00,Plant_A,Reading Glasses,314,Assembly_M3,79.37,386.05,9,Line_2,Day,323,0.83
PROD04632,2026-09-10 00:00:00,Plant_A,Prescription Lens,417,Assembly_M3,35.46,441.31,40,Line_1,Day,131,0.84
PROD04633,2026-09-10 01:00:00,Plant_A,Reading Glasses,168,Grinding_M1,64.7,317.01,8,Line_2,Night,322,0.71
PROD04634,2026-09-10 02:00:00,Plant_A,Prescription Lens,347,Coating_M2,59.29,454.14,53,Line_2,Night,282,0.71
PROD04635,2026-09-10 03:00:00,Plant_B,Reading Glasses,267,Coating_M2,27.26,203.89,44,Line_2,Night,484,0.98
PROD04636,2026-09-10 04:00:00,Plant_A,Sunglasses,413,Grinding_M1,77.86,167.11,3,Line_2,Day,151,0.81
PROD04637,2026-09-10 05:00:00,Plant_B,Optical Frame,225,Grinding_M1,69.3,149.42,29,Line_2,Day,108,0.79
PROD04638,2026-09-10 06:00:00,Plant_B,Reading Glasses,482,Coating_M2,76.15,270.76,41,Line_2,Night,233,0.78
PROD04639,2026-09-10 07:00:00,Plant_A,Optical Frame,131,Grinding_M1,57.92,366.8,32,Line_2,Day,413,0.89
PROD04640,2026-09-10 08:00:00,Plant_B,Reading Glasses,166,Grinding_M1,64.2,382.29,32,Line_1,Day,490,0.8
PROD04641,2026-09-10 09:00:00,Plant_B,Sunglasses,448,Assembly_M3,57.94,412.99,33,Line_1,Night,175,0.73
PROD04642,2026-09-10 10:00:00,Plant_B,Contact Lens,396,Grinding_M1,62.47,343.61,46,Line_2,Day,298,0.94
PROD04643,2026-09-10 11:00:00,Plant_B,Sunglasses,151,Grinding_M1,72.27,393.85,15,Line_1,Night,215,0.82
PROD04644,2026-09-10 12:00:00,Plant_B,Prescription Lens,327,Assembly_M3,22.06,182.68,37,Line_2,Night,233,0.86
PROD04645,2026-09-10 13:00:00,Plant_A,Reading Glasses,253,Grinding_M1,54.4,121.9,4,Line_2,Day,456,0.99
PROD04646,2026-09-10 14:00:00,Plant_A,Contact Lens,392,Assembly_M3,27.88,331.62,50,Line_2,Day,410,0.83
PROD04647,2026-09-10 15:00:00,Plant_A,Reading Glasses,306,Assembly_M3,20.79,498.68,19,Line_2,Day,198,0.89
PROD04648,2026-09-10 16:00:00,Plant_B,Prescription Lens,141,Assembly_M3,23.79,312.48,7,Line_2,Day,216,0.89
PROD04649,2026-09-10 17:00:00,Plant_A,Prescription Lens,117,Grinding_M1,43.26,375.31,12,Line_1,Night,344,0.73
PROD04650,2026-09-10 18:00:00,Plant_B,Prescription Lens,486,Grinding_M1,61.4,187.47,0,Line_2,Night,428,0.74
PROD04651,2026-09-10 19:00:00,Plant_B,Sunglasses,239,Grinding_M1,34.49,322.47,46,Line_2,Night,316,0.89
PROD04652,2026-09-10 20:00:00,Plant_B,Sunglasses,453,Coating_M2,22.31,216.07,35,Line_2,Night,149,1.0
PROD04653,2026-09-10 21:00:00,Plant_A,Prescription Lens,147,Coating_M2,40.18,198.76,20,Line_1,Night,372,0.76
PROD04654,2026-09-10 22:00:00,Plant_A,Reading Glasses,353,Grinding_M1,33.4,387.32,48,Line_2,Day,290,0.84
PROD04655,2026-09-10 23:00:00,Plant_A,Reading Glasses,491,Assembly_M3,51.81,186.37,16,Line_2,Night,296,0.91
PROD04656,2026-09-11 00:00:00,Plant_A,Prescription Lens,202,Coating_M2,48.62,249.46,37,Line_1,Day,120,0.78
PROD04657,2026-09-11 01:00:00,Plant_B,Reading Glasses,232,Coating_M2,77.19,150.3,23,Line_1,Day,200,0.92
PROD04658,2026-09-11 02:00:00,Plant_A,Reading Glasses,472,Coating_M2,37.12,249.73,8,Line_1,Night,448,0.83
PROD04659,2026-09-11 03:00:00,Plant_A,Sunglasses,476,Assembly_M3,59.9,145.68,25,Line_1,Day,302,0.82
PROD04660,2026-09-11 04:00:00,Plant_A,Sunglasses,382,Grinding_M1,47.73,419.05,46,Line_1,Day,393,0.79
PROD04661,2026-09-11 05:00:00,Plant_A,Contact Lens,127,Assembly_M3,22.63,472.54,46,Line_2,Night,470,0.76
PROD04662,2026-09-11 06:00:00,Plant_B,Optical Frame,254,Grinding_M1,72.12,191.89,57,Line_1,Night,497,0.94
PROD04663,2026-09-11 07:00:00,Plant_A,Prescription Lens,489,Grinding_M1,59.59,248.12,52,Line_1,Night,186,0.76
PROD04664,2026-09-11 08:00:00,Plant_A,Reading Glasses,203,Grinding_M1,69.55,306.31,36,Line_1,Night,235,0.78
PROD04665,2026-09-11 09:00:00,Plant_A,Sunglasses,255,Coating_M2,47.71,378.88,50,Line_1,Day,412,0.73
PROD04666,2026-09-11 10:00:00,Plant_A,Optical Frame,151,Coating_M2,63.77,300.58,39,Line_1,Day,198,0.9
PROD04667,2026-09-11 11:00:00,Plant_A,Optical Frame,203,Coating_M2,78.5,275.26,58,Line_1,Day,303,0.88
PROD04668,2026-09-11 12:00:00,Plant_B,Contact Lens,472,Coating_M2,24.8,169.48,50,Line_2,Day,473,0.84
PROD04669,2026-09-11 13:00:00,Plant_B,Reading Glasses,320,Coating_M2,39.45,259.23,35,Line_1,Night,265,0.81
PROD04670,2026-09-11 14:00:00,Plant_B,Sunglasses,222,Grinding_M1,39.69,295.93,25,Line_1,Night,339,0.73
PROD04671,2026-09-11 15:00:00,Plant_B,Contact Lens,252,Coating_M2,33.89,474.5,53,Line_1,Day,218,0.95
PROD04672,2026-09-11 16:00:00,Plant_A,Contact Lens,435,Assembly_M3,32.06,342.04,58,Line_2,Night,408,0.81
PROD04673,2026-09-11 17:00:00,Plant_A,Optical Frame,381,Grinding_M1,49.24,163.53,31,Line_2,Night,375,0.71
PROD04674,2026-09-11 18:00:00,Plant_A,Reading Glasses,327,Assembly_M3,40.06,259.75,30,Line_1,Night,136,0.7
PROD04675,2026-09-11 19:00:00,Plant_B,Prescription Lens,453,Assembly_M3,49.58,362.93,42,Line_2,Day,290,1.0
PROD04676,2026-09-11 20:00:00,Plant_B,Reading Glasses,110,Coating_M2,67.29,271.13,31,Line_2,Day,327,0.79
PROD04677,2026-09-11 21:00:00,Plant_A,Prescription Lens,336,Assembly_M3,37.41,121.01,15,Line_2,Day,399,0.77
PROD04678,2026-09-11 22:00:00,Plant_B,Sunglasses,173,Grinding_M1,69.05,379.94,46,Line_2,Day,202,0.9
PROD04679,2026-09-11 23:00:00,Plant_B,Reading Glasses,396,Assembly_M3,27.35,300.21,3,Line_2,Night,325,0.74
PROD04680,2026-09-12 00:00:00,Plant_B,Sunglasses,474,Assembly_M3,77.61,227.34,55,Line_1,Night,490,0.83
PROD04681,2026-09-12 01:00:00,Plant_A,Reading Glasses,249,Coating_M2,30.58,244.22,15,Line_1,Day,493,0.74
PROD04682,2026-09-12 02:00:00,Plant_B,Sunglasses,203,Assembly_M3,57.34,334.44,32,Line_1,Day,111,0.79
PROD04683,2026-09-12 03:00:00,Plant_B,Optical Frame,132,Coating_M2,51.75,420.64,3,Line_2,Night,105,0.98
PROD04684,2026-09-12 04:00:00,Plant_A,Sunglasses,495,Grinding_M1,77.6,401.32,32,Line_1,Night,275,0.78
PROD04685,2026-09-12 05:00:00,Plant_A,Reading Glasses,280,Assembly_M3,37.07,432.73,24,Line_2,Day,248,0.87
PROD04686,2026-09-12 06:00:00,Plant_B,Reading Glasses,363,Coating_M2,66.17,169.67,9,Line_1,Night,332,0.76
PROD04687,2026-09-12 07:00:00,Plant_A,Optical Frame,482,Coating_M2,39.37,465.07,9,Line_2,Day,351,0.77
PROD04688,2026-09-12 08:00:00,Plant_A,Optical Frame,448,Coating_M2,34.36,478.08,55,Line_2,Day,303,0.77
PROD04689,2026-09-12 09:00:00,Plant_A,Optical Frame,185,Grinding_M1,73.96,264.46,20,Line_1,Night,349,0.81
PROD04690,2026-09-12 10:00:00,Plant_B,Contact Lens,423,Assembly_M3,65.44,191.42,42,Line_2,Day,349,0.96
PROD04691,2026-09-12 11:00:00,Plant_B,Contact Lens,179,Coating_M2,78.83,291.6,42,Line_1,Night,433,0.87
PROD04692,2026-09-12 12:00:00,Plant_A,Reading Glasses,266,Coating_M2,52.51,461.47,7,Line_2,Night,255,0.99
PROD04693,2026-09-12 13:00:00,Plant_B,Contact Lens,266,Grinding_M1,60.26,322.4,52,Line_2,Night,176,0.96
PROD04694,2026-09-12 14:00:00,Plant_B,Sunglasses,170,Coating_M2,20.17,441.42,49,Line_2,Day,145,0.88
PROD04695,2026-09-12 15:00:00,Plant_A,Reading Glasses,282,Coating_M2,70.91,259.44,1,Line_1,Night,303,0.91
PROD04696,2026-09-12 16:00:00,Plant_A,Prescription Lens,210,Grinding_M1,75.5,146.69,4,Line_1,Day,460,0.81
PROD04697,2026-09-12 17:00:00,Plant_B,Prescription Lens,256,Grinding_M1,27.41,428.73,10,Line_2,Night,303,0.77
PROD04698,2026-09-12 18:00:00,Plant_A,Sunglasses,476,Assembly_M3,38.29,213.63,50,Line_2,Day,152,0.92
PROD04699,2026-09-12 19:00:00,Plant_B,Reading Glasses,498,Coating_M2,77.93,266.81,59,Line_2,Night,370,0.81
PROD04700,2026-09-12 20:00:00,Plant_B,Reading Glasses,434,Grinding_M1,33.17,385.8,10,Line_2,Day,448,0.78
